chr20	0	1300000	0.00014397208496
chr20	1300000	0	0.00014397208496
chr20	0	1350000	0.000170342293324
chr20	1350000	0	0.000170342293324
chr20	0	6675000	8.71296358209e-05
chr20	6675000	0	8.71296358209e-05
chr20	0	8125000	9.62281287651e-05
chr20	8125000	0	9.62281287651e-05
chr20	0	23050000	8.4600563206e-05
chr20	23050000	0	8.4600563206e-05
chr20	0	23125000	9.99292106407e-05
chr20	23125000	0	9.99292106407e-05
chr20	0	30275000	7.92648368353e-05
chr20	30275000	0	7.92648368353e-05
chr20	0	31050000	0.000142861760397
chr20	31050000	0	0.000142861760397
chr20	0	36750000	0.000135675493089
chr20	36750000	0	0.000135675493089
chr20	0	36775000	0.000161675593265
chr20	36775000	0	0.000161675593265
chr20	0	43200000	9.95899448021e-05
chr20	43200000	0	9.95899448021e-05
chr20	0	45925000	8.33668692474e-05
chr20	45925000	0	8.33668692474e-05
chr20	0	45975000	0.000126145207259
chr20	45975000	0	0.000126145207259
chr20	0	48750000	9.34831597074e-05
chr20	48750000	0	9.34831597074e-05
chr20	0	49175000	7.81236699237e-05
chr20	49175000	0	7.81236699237e-05
chr20	0	49975000	7.99125261636e-05
chr20	49975000	0	7.99125261636e-05
chr20	0	60925000	8.08686389814e-05
chr20	60925000	0	8.08686389814e-05
chr20	25000	1300000	0.00014397208496
chr20	1300000	25000	0.00014397208496
chr20	25000	1350000	0.000170342293324
chr20	1350000	25000	0.000170342293324
chr20	25000	6675000	8.71296358209e-05
chr20	6675000	25000	8.71296358209e-05
chr20	25000	8125000	9.62281287651e-05
chr20	8125000	25000	9.62281287651e-05
chr20	25000	23050000	8.4600563206e-05
chr20	23050000	25000	8.4600563206e-05
chr20	25000	23125000	9.99292106407e-05
chr20	23125000	25000	9.99292106407e-05
chr20	25000	30275000	7.92648368353e-05
chr20	30275000	25000	7.92648368353e-05
chr20	25000	31050000	0.000142861760397
chr20	31050000	25000	0.000142861760397
chr20	25000	36750000	0.000135675493089
chr20	36750000	25000	0.000135675493089
chr20	25000	36775000	0.000161675593265
chr20	36775000	25000	0.000161675593265
chr20	25000	43200000	9.95899448021e-05
chr20	43200000	25000	9.95899448021e-05
chr20	25000	45925000	8.33668692474e-05
chr20	45925000	25000	8.33668692474e-05
chr20	25000	45975000	0.000126145207259
chr20	45975000	25000	0.000126145207259
chr20	25000	48750000	9.34831597074e-05
chr20	48750000	25000	9.34831597074e-05
chr20	25000	49175000	7.81236699237e-05
chr20	49175000	25000	7.81236699237e-05
chr20	25000	49975000	7.99125261636e-05
chr20	49975000	25000	7.99125261636e-05
chr20	25000	60925000	8.08686389814e-05
chr20	60925000	25000	8.08686389814e-05
chr20	50000	1300000	0.00014397208496
chr20	1300000	50000	0.00014397208496
chr20	50000	1350000	0.000170342293324
chr20	1350000	50000	0.000170342293324
chr20	50000	6675000	8.71296358209e-05
chr20	6675000	50000	8.71296358209e-05
chr20	50000	8125000	9.62281287651e-05
chr20	8125000	50000	9.62281287651e-05
chr20	50000	23050000	8.4600563206e-05
chr20	23050000	50000	8.4600563206e-05
chr20	50000	23125000	9.99292106407e-05
chr20	23125000	50000	9.99292106407e-05
chr20	50000	30275000	7.92648368353e-05
chr20	30275000	50000	7.92648368353e-05
chr20	50000	31050000	0.000142861760397
chr20	31050000	50000	0.000142861760397
chr20	50000	36750000	0.000135675493089
chr20	36750000	50000	0.000135675493089
chr20	50000	36775000	0.000161675593265
chr20	36775000	50000	0.000161675593265
chr20	50000	43200000	9.95899448021e-05
chr20	43200000	50000	9.95899448021e-05
chr20	50000	45925000	8.33668692474e-05
chr20	45925000	50000	8.33668692474e-05
chr20	50000	45975000	0.000126145207259
chr20	45975000	50000	0.000126145207259
chr20	50000	48750000	9.34831597074e-05
chr20	48750000	50000	9.34831597074e-05
chr20	50000	49175000	7.81236699237e-05
chr20	49175000	50000	7.81236699237e-05
chr20	50000	49975000	7.99125261636e-05
chr20	49975000	50000	7.99125261636e-05
chr20	50000	60925000	8.08686389814e-05
chr20	60925000	50000	8.08686389814e-05
chr20	75000	1300000	0.00014397208496
chr20	1300000	75000	0.00014397208496
chr20	75000	1350000	0.000170342293324
chr20	1350000	75000	0.000170342293324
chr20	75000	6675000	8.71296358209e-05
chr20	6675000	75000	8.71296358209e-05
chr20	75000	8125000	9.62281287651e-05
chr20	8125000	75000	9.62281287651e-05
chr20	75000	23050000	8.4600563206e-05
chr20	23050000	75000	8.4600563206e-05
chr20	75000	23125000	9.99292106407e-05
chr20	23125000	75000	9.99292106407e-05
chr20	75000	30275000	7.92648368353e-05
chr20	30275000	75000	7.92648368353e-05
chr20	75000	31050000	0.000142861760397
chr20	31050000	75000	0.000142861760397
chr20	75000	36750000	0.000135675493089
chr20	36750000	75000	0.000135675493089
chr20	75000	36775000	0.000161675593265
chr20	36775000	75000	0.000161675593265
chr20	75000	43200000	9.95899448021e-05
chr20	43200000	75000	9.95899448021e-05
chr20	75000	45925000	8.33668692474e-05
chr20	45925000	75000	8.33668692474e-05
chr20	75000	45975000	0.000126145207259
chr20	45975000	75000	0.000126145207259
chr20	75000	48750000	9.34831597074e-05
chr20	48750000	75000	9.34831597074e-05
chr20	75000	49175000	7.81236699237e-05
chr20	49175000	75000	7.81236699237e-05
